Car Name,Make,Model,KM's driven,Price,Fuel_Diesel,Fuel_Hybrid,Fuel_Petrol,Transmission_Manual,Car Age
Mitsubishi lancer 2005,Mitsubishi,Lancer,200000,1150000,False,False,True,True,19
Suzuki Alto Vxl Ags 2022 Model,Suzuki,Alto,4560,2790000,False,False,True,False,2
2007 Madol total janian tyres news alay rems 03476523654. . windo ato,Daihatsu,Cuore,130000,880000,False,False,True,True,17
Swift DLX,Suzuki,Swift,70000,1975000,False,False,True,True,12
City 2012 Automatic,Honda,City IVTEC,76000,2500000,False,False,True,False,12
Toyota Corolla 2015 1.8 altis Grandi in ffc,Toyota,Altis Grande,95000,3800000,False,False,True,False,9
Suzuki wagon r 2019 model,Suzuki,Wagon R,126000,2100000,False,False,True,True,5
conditions 10/10,Toyota,Corolla GLI,146120,2250000,False,False,False,True,13
Suzuki Bolan 2017,Suzuki,Bolan,60000,1070000,False,False,True,True,7
MOVE CUSTOM 2007 MODEL 2011 REG 03219295095,Daihatsu,Move,179000,1395000,False,False,True,False,17
Cuore 2006 model for sale,Daihatsu,Cuore,100000,750000,False,False,True,True,18
Honda city prosmatic 2021,Honda,City IVTEC,53500,4350000,False,False,True,False,3
TOYOTA COROLLA GLI AUTOMATIC 1.3,Toyota,Corolla GLI,78000,3150000,False,False,True,False,9
Mitsubishi lancer japanese 1.3,Mitsubishi,Lancer,251000,1400000,False,False,True,True,18
Toyota Corolla Altis 2015,Toyota,Corrolla Altis,124000,3600000,False,False,True,False,9
Passo 2018/21.,Toyota,Passo,52000,3390000,False,False,True,False,6
Suzuki Alto Automatic Full Geniune,Suzuki,Alto,90000,2375000,False,False,True,False,8
Mehran 2004 best in use,Suzuki,Mehran VXR,123456,525000,False,False,True,True,20
2009 model and 2014 register own my name total genvan condition,Daihatsu,Hijet,90000,1180000,False,False,True,False,10
city 2012 aspire,Honda,City IVTEC,100000,2500000,False,False,True,False,12
2006/12 model original document,Suzuki,Wagon R,100000,1525000,False,False,True,False,18
model 16/18,Toyota,Passo,82100,3225000,False,False,True,False,8
Daihatsu 2009 model,Daihatsu,Cuore,85000,775000,False,False,True,True,15
Alto Vxr 2022 model,Suzuki,Alto,21200,2510000,False,False,True,True,2
Suzuki cultus vxr,Suzuki,Cultus VXR,61000,585000,False,False,True,True,21
Suzuki Swift 2013 Seal by seal,Suzuki,Swift,104000,1750000,False,False,True,True,11
Honda City 2018 1.3 Manual,Honda,City IVTEC,33150,3650000,False,False,True,True,6
Changan Alsvin Lumiere First Owner Total Genuine Urgent Sale,Changan,Alsvin,19645,4325000,False,False,True,False,2
Honda city for sell haronbad,Honda,City IVTEC,215000,1620000,False,False,True,True,17
Toyota Corolla XLI 2013 total geniun,Toyota,Corolla XLI,118741,2380000,False,False,True,True,11
Suzuki swift 2010 silver,Suzuki,Swift,145000,2000000,False,False,True,False,14
Hijet,Daihatsu,Hijet,83000,1600000,False,False,True,False,6
Sell To Sell Genuine Minor Toching,Toyota,Corolla XLI,256485,2165000,False,False,True,True,13
Daihatsu Cuore,Daihatsu,Cuore,136000,985000,False,False,True,True,13
Hijet 2012 reg 2017,Daihatsu,Hijet,186755,1400000,False,False,True,False,12
Mira 2010 model for sale,Daihatsu,Mira,127000,1780000,False,False,True,False,14
Toyota Corolla xli 2007,Toyota,Corolla XLI,300250,1590000,False,False,True,True,17
Honda city ivtec,Honda,City IVTEC,106000,2850000,False,False,True,True,10
For Sale,Toyota,Yaris,58000,4650000,False,False,True,False,2
Swift 2011,Suzuki,Swift,130000,1830000,False,False,True,True,13
Suzuki bolan,Suzuki,Bolan,12345,655000,False,False,True,True,19
Suzuki WagonR VXR 2022 for sale,Suzuki,Wagon R,34300,2825000,False,False,True,True,2
Honda City 2012 Model For Sale Manual Home Use Car,Honda,City IDSI,100000,2275000,False,False,True,True,12
auto santro rawalpindi numbr,Hyundai,Santro,180000,985000,False,False,True,False,20
CUORE 2007(Urgent Sale),Daihatsu,Cuore,130000,475000,False,False,True,True,17
Hyundai Santro model 2004 register 2005,Hyundai,Santro,150000,1050000,False,False,True,True,20
c180 marcadeez silver color,Mercedes,C Class,99990,2400000,False,False,True,False,23
Suzuki mahran 2001,Suzuki,Mehran VXR,12345,580000,False,False,True,True,23
good condition  power full,Daihatsu,Terios Kid,95784,1350000,False,False,True,True,16
KIA PICANTO 1.0 A/T 2019,KIA,Picanto,34500,2650000,False,False,True,False,5
SUZUKI MEHRAN VXR( PETROL)AC CHIILED,Suzuki,Mehran VXR,64500,970000,False,False,True,True,8
Corolla GLI 1.3 Automatic 2017,Toyota,Corolla GLI,123000,3820000,False,False,True,False,7
Honda City Used 2016 Model Manual 1.3L,Honda,City IVTEC,84000,3075000,False,False,True,True,8
Suzuki Mehran VXR 2008 Model,Suzuki,Mehran VXR,85500,720000,False,False,True,True,16
Suzuki Swift DLX 1.3 model for sale,Suzuki,Swift,66000,2100000,False,False,True,True,6
suzuki ravi 2020,Suzuki,Ravi,57612,1300000,False,False,True,True,4
Suzuki Alto 2011  model power stering,Suzuki,Alto,150000,960000,False,False,True,True,13
SUZUKI SWIFT GLX CVT 2023 FULL OPTION LIKE ZERO METER,Suzuki,Swift,1200,4975000,False,False,True,False,1
Honda city excellent,Honda,City IVTEC,100000,1495000,False,False,True,True,18
Santro (Home Used Car),Hyundai,Santro,200000,690000,False,False,True,True,22
good car,Daihatsu,Cuore,200000,810000,False,False,True,True,24
Suzuki,Suzuki,Alto,26000,2700000,False,False,True,False,3
Suzuki Swift,Suzuki,Swift,120000,2000000,False,False,True,True,10
Daihatsu Cuore 2007 Model,Daihatsu,Cuore,140000,1000000,False,False,True,True,17
Cuore 2012 CX ECO Best condition,Daihatsu,Cuore,10000,900000,False,False,True,True,12
Suzuki Bolan Model 2010,Suzuki,Bolan,90000,655000,False,False,True,True,14
Honda city 2009 Model,Honda,City IVTEC,200000,2400000,False,False,True,True,15
Baleno Japani 2001 For Sale,Suzuki,Baleno,150000,1050000,False,False,True,True,23
kia 2002 model exchange possible,KIA,Sportage,12345,800000,False,False,True,True,22
Core 2008 Manual,Daihatsu,Cuore,25000,1050000,False,False,True,True,16
suzuki bolan 2016 model,Suzuki,Bolan,61000,1100000,False,False,True,True,8
Honda City Exi,Honda,City IDSI,180000,1350000,False,False,True,True,21
Honda City Vario 2004/2005,Honda,City Vario,90000,1480000,False,False,True,False,20
Suzuki cults,Suzuki,Cultus VXR,11111,1620000,False,False,True,True,7
Honda city vario 2005,Honda,City Vario,170000,1425000,False,False,True,False,19
"Honda City 1.3 M/T, model 2018",Honda,City IVTEC,90000,3390000,False,False,True,True,6
mehran vxr ac. 2007. . DHA 1 sec . A street. 2 chowk. Islamabad,Suzuki,Mehran VXR,120000,640000,False,False,True,True,17
Honda City IVTEC Prosmatec bumper to bumper genuine,Honda,City IVTEC,40000,3625000,False,False,True,False,5
HYUNDAI SENTRO PLUS TOTAL GENUINE CONDITION CAR 2001,Hyundai,Santro,99000,673000,False,False,True,True,23
Toyota Corolla XLi Original,Toyota,Corolla XLI,98000,2225000,False,False,True,True,13
honda civic,Honda,Civic Prosmetic,220000,3400000,False,False,True,False,10
Daihatsu Move (12/16) For Sale,Daihatsu,Move,155000,2200000,False,False,True,False,12
city ivtec 2015 geniune,Honda,City IVTEC,118000,2860000,False,False,True,True,9
Suzuki Bolan VX Euro 2 Full fresh Condition,Suzuki,Bolan,48000,1325000,False,False,True,True,7
suzuki vegon R vxl 2018,Suzuki,Wagon R,53000,2325000,False,False,True,True,6
model 2007 register 2007 just one piece touching,Suzuki,Alto,120000,950000,False,False,True,True,17
Suzuki Cultus for sale.,Suzuki,Cultus VXR,10000,650000,False,False,True,True,18
Suzuki mehran euro 2012 orignal condition Islamabad registered,Suzuki,Mehran VXR,44700,955000,False,False,True,True,12
Toyota Corolla ALTIS Automatic 1.6 total genuine 03329999309,Toyota,Corrolla Altis,86000,4070000,False,False,True,False,9
yaris 1.5 2021,Toyota,Yaris,48000,4800000,False,False,True,False,3
wagon R,Suzuki,Wagon R,95000,1850000,False,False,True,True,7
urgent sale Kia Sportage 2004 modified,KIA,Sportage,150000,1210000,False,False,True,True,20
faw v2 model 16 Lahore no original dacoments,FAW,V2,100000,1450000,False,False,True,True,8
Suzuki Every 2013/17 OD Gear Islamabad registration,Suzuki,Every,98000,1685000,False,False,True,False,7
Honda city steermatic 2006,Honda,City IDSI,125000,2200000,False,False,True,False,18
FAW X-PV 2016 model Unregistered,FAW,X-PV,27937,950000,False,False,True,True,8
Honda city 2018 bumper to bumper genuine,Honda,City IVTEC,40216,3500000,False,False,True,True,6
Alto 2004 with CNG good condition,Suzuki,Alto,100000,575000,False,False,True,True,20
ALTO VXR 2022,Suzuki,Alto,13500,2470000,False,False,True,True,2
TOYOTA COROLLA ALTIS 1.6,Toyota,Corrolla Altis,84000,3900000,False,False,True,False,7
Honda city 2018 I-VTEC LUSH CONDITION,Honda,City IVTEC,60000,3600000,False,False,True,True,6
Toyota Yaris 1.5 Full Optional,Toyota,Yaris,32500,4900000,False,False,True,False,3
coure 2003 model for sale with Golden number 24,Daihatsu,Cuore,200000,565000,False,False,True,True,21
Chevrolet joy 2006,Chevrolet,Joy,1234,625000,False,False,True,True,18
cory 2002 fsd numbr,Daihatsu,Cuore,35000,570000,False,False,True,True,22
gli new model engine. 16-17 avrg. (read add),KIA,Spectra,12345,620000,False,False,True,True,22
Suzuki Bolan Model 2021,Suzuki,Bolan,61000,1800000,False,False,True,True,3
Suzuki pick-up 2013 model,Suzuki,Ravi,44824,800000,False,False,True,True,11
Suzuki Every 2005 / 2008,Suzuki,Every,95000,975000,False,False,True,True,19
Suzuki Alto Automatic,Suzuki,Alto,12345,1100000,False,False,True,False,22
Honda Civic 2015,Honda,Civic Prosmetic,42880,3750000,False,False,True,False,9
Honda Civic  Prosmetic 2010 Model,Honda,Civic Prosmetic,197000,2350000,False,False,True,False,14
corolla 2014/2015 gli manual bumper to bumper orignal like a new,Toyota,Corolla GLI,79000,3375000,False,False,True,True,9
suzuki bolan  antique total genuine scratchless model 2023 zero meter,Suzuki,Bolan,4000,2035000,False,False,True,True,1
Toyota Passo Model 2017 Registration 2021,Toyota,Passo,79000,3200000,False,False,True,False,7
toyota corolla gli 2014,Toyota,Corolla GLI,100000,3200000,False,False,True,True,10
بارہ سے سوکی شاور ہے اندر سے ٹوٹل جین ہے03074850329,Honda,City IDSI,250000,1500000,False,False,True,True,18
Suzuki cultas vxr 2001 modal family used condition,Suzuki,Cultus VXR,75848,575000,False,False,True,True,23
Exchange possible. price is slightly negotiable.,FAW,V2,95000,1850000,False,False,True,True,7
hom used,Suzuki,Baleno,123456,850000,False,False,True,True,20
honda city 2002,Honda,City IVTEC,75000,1000000,False,False,True,False,22
Gli 2015 model,Toyota,Corolla GLI,260000,3650000,False,False,True,True,9
Suzuki Every Half Join 2014/2019,Suzuki,Every,113600,1895000,False,False,True,False,10
roof rack (chatt) suzuki every price 15000,Suzuki,Every,123486,1500000,False,False,True,True,16
"Toyota gli 2019, bumper to bumper genuine",Toyota,Corolla GLI,85000,4035000,False,False,True,True,5
Honda civic reborn 2007 Black 0300 8922689,Honda,City IVTEC,170000,1550000,False,False,True,True,17
Suzuki Alto VXR 2020-21 Registered,Suzuki,Alto,63500,2150000,False,False,True,True,4
my car is like new baki sari baat mera sath msg py kry .,Suzuki,Alto,65000,1400000,False,False,True,False,16
hijet,Daihatsu,Hijet,4568,1420000,False,False,True,False,8
GLI 1.3 2018-19 model,Toyota,Corolla GLI,55000,4300000,False,False,True,True,6
Toyota Yaris Ativ Cvt 1.3,Toyota,Yaris,50000,4250000,False,False,True,False,3
honda city 2005,Honda,City IDSI,200000,1750000,False,False,True,True,19
ALTO VXR 2020,Suzuki,Alto,46500,2125000,False,False,True,True,4
Suzuki Alto vxr 2019,Suzuki,Alto,72000,2045000,False,False,True,True,5
Car selling,Daihatsu,Cuore,140000,600000,False,False,True,True,22
Toyota pixis 2016 /18,Daihatsu,Mira,85267,2430000,False,False,True,False,8
suzuki ravi pick up,Suzuki,Ravi,56897,580000,False,False,True,True,17
XLI FOR SALE,Toyota,Corolla XLI,89000,2750000,False,False,True,True,12
Honda CITY 2006 Automatic DHA,Honda,City Vario,115000,1525000,False,False,True,False,18
Suzuki Bolan,Suzuki,Bolan,32500,1300000,False,False,True,True,11
SUZUKI WAGON R FX JAPNIS CAR,Suzuki,Wagon R,72148,2250000,False,False,True,False,10
toyota corolla altis 1.8,Toyota,Corrolla Altis,100000,2050000,False,False,True,True,18
ALTO VXR 2019 MODEL,Suzuki,Alto,51000,2150000,False,False,True,True,5
mira 2011-2015,Daihatsu,Mira,118300,2200000,False,False,True,False,13
model 2011 03212153840,Daihatsu,Cuore,100000,900000,False,False,True,True,13
honda city 2020 Model,Honda,City IVTEC,52000,4000000,False,False,True,True,4
Santro Exective,Hyundai,Santro,150000,1480000,False,False,True,True,17
Honda Civic Oriel,Honda,Civic Oriel,105000,4800000,False,False,True,False,7
Honda city ASPIRE 1.5 Prosmatec,Honda,City Aspire,164000,3950000,False,False,True,False,8
Honda Civic 2013 UG Black,Honda,Civic Oriel,86000,3275000,False,False,True,False,11
AOA IAM SELLING HONDA CITY 2008 URGENT SALE,Honda,City IDSI,191000,1840000,False,False,True,True,16
home use car best for family,Hyundai,Santro,12509,735000,False,False,True,True,21
Wagon R VXL 2021 - 0341-2533808,Suzuki,Wagon R,22000,2765000,False,False,True,True,3
2005 Model paper original Hain biometric moqy py mily Gaa,Suzuki,Mehran VXR,85796,560000,False,False,True,True,19
corolla gli 2009 for sale,Toyota,Corolla GLI,165000,2050000,False,False,True,True,15
honda city 2013 model,Honda,City Vario,100000,2900000,False,False,True,True,11
Honda Civic 2003 vti oriel,Honda,Civic Oriel,32456,1400000,False,False,True,False,21
Cultus VXR 2012,Suzuki,Cultus VXR,65500,1165000,False,False,True,True,12
FAX XPV for sale Condition 10/10,FAW,X-PV,170000,840000,False,False,True,True,7
"Model 2014 , Lahore Registered , 2 to 3 pieces touchups",Honda,City IVTEC,126000,2645000,False,False,True,True,10
SUZUKI ALTO 2020 JAPANESE,Suzuki,Alto,30800,3350000,False,False,True,False,4
cuore 2002 model,Daihatsu,Cuore,120000,550000,False,False,True,True,22
Daihatsu Hijet for sale total Genuine 2006/2011,Daihatsu,Hijet,162000,1180000,False,False,True,True,18
"VIP Suzuki mehran andar se total Genuine Bahar se shower,",Suzuki,Mehran VX,11223,470000,False,False,True,True,18
Suzuki bolan 2015 full original,Suzuki,Bolan,122000,850000,False,False,True,True,9
Carry Bolan 2014 Model,Suzuki,Bolan,98000,700000,False,False,True,True,10
Mira 2011-15,Daihatsu,Mira,100000,2050000,False,False,True,False,13
honda civic,Honda,Civic Prosmetic,200000,1190000,False,False,True,False,22
Toyota Corolla Gli Automatic 2016,Toyota,Corolla GLI,48000,3900000,False,False,True,False,8
Changan karvaan plus. 03330538301,Changan,Karvaan,44000,2100000,False,False,True,True,3
2018 corolla altis 1.6 automatic,Toyota,Corrolla Altis,59000,4775000,False,False,True,False,6
Hyundai santro,Hyundai,Santro,129000,920000,False,False,True,True,17
Just like new,Suzuki,Wagon R,58000,2370000,False,False,True,True,6
Honda City 2017-18,Honda,City IVTEC,110000,3400000,False,False,True,False,7
Honda city 2000 Exis Automatic,Honda,City IDSI,59000,815000,False,False,True,False,24
toyota gli 2015 model,Toyota,Corolla GLI,110000,2990000,False,False,True,True,9
Wagner 2022model scrachless brand new car,Suzuki,Wagon R,7500,3100000,False,False,True,True,2
toyota yaris 1.3 ative manual 2020/21.21 ki register ha 20 model ha,Toyota,Yaris,43000,3725000,False,False,True,True,3
Honda Civic EXI Prosmatec (Genuine),Honda,Civic Prosmetic,170000,1400000,False,False,True,False,22
exchange pocibal 03336596925,Suzuki,Alto,12345,780000,False,False,True,True,19
Honda city 2014  1.5 aspire prosmatic,Honda,City IVTEC,114000,2900000,False,False,True,False,10
Suzuki Mehran euro 2 vxr,Suzuki,Mehran VXR,35000,910000,False,False,True,True,11
Cuore 2007 urgent sale,Daihatsu,Cuore,155000,695000,False,False,True,True,17
Toyota GLI 2013,Toyota,Corolla GLI,90000,2350000,False,False,True,True,11
white color bolan,Suzuki,Bolan,60000,1400000,False,False,True,True,6
suzki bolan 0312/939/0082,Suzuki,Bolan,70000,630000,False,False,True,True,18
Coure  cx 2005 Auto,Daihatsu,Cuore,125487,630000,False,False,True,False,19
Urgent sale Move 2014,Daihatsu,Move,95000,1850000,False,False,True,False,10
Toyota Corolla GLi VVTi 2017,Toyota,Corolla GLI,71000,3475000,False,False,True,True,7
Toyota altis grande,Toyota,Altis Grande,114000,4450000,False,False,True,False,9
car kia,KIA,Classic,180000,420000,False,False,True,True,23
3015699631,FAW,X-PV,147000,680000,False,False,True,True,8
total janvan,Honda,City Aspire,85000,4700000,False,False,True,False,5
Honda City Aspire 1.5 Auto 21/22 Total Genuine,Honda,City Aspire,40000,4600000,False,False,True,False,3
B2B CAR,Honda,City IVTEC,39000,4200000,False,False,True,False,5
Alto Vx 2022 unregistered bumper to bumper new condition,Suzuki,Alto,13905,2125000,False,False,True,True,2
total car original hai bilkul okay hai,Chevrolet,Joy,85000,970000,False,False,True,True,15
auto plus manual hay,Honda,City Vario,200000,1800000,False,False,True,False,18
Suzuki Cultus VXR 2000,Suzuki,Cultus VXR,93000,599000,False,False,True,True,24
honda city 1.3 prosmetic,Honda,City Aspire,71000,3750000,False,False,True,False,6
Honda Civic Reborn Manual (sunroof),Honda,Civic VTi Oriel,123456,1850000,False,False,True,True,18
altis automatic untouch super white.,Toyota,Corrolla Altis,124000,4500000,False,False,True,False,7
Suzuki baleno 2007 1300 cc,Suzuki,Baleno,180000,1100000,False,False,True,True,17
HONDA CITY 2003/4 ph nbr 0303/99/61667,Honda,City IDSI,10000,1320000,False,False,True,True,21
Honda City for Sale,Honda,City IVTEC,110000,3600000,False,False,True,False,6
Toyota Corolla Altis 1.8 for sale,Toyota,Corrolla Altis,200600,1775000,False,False,True,False,18
TOYOTA PASSO NEW SHAPE,Toyota,Passo,128000,2085000,False,False,True,False,11
Terios kid turbo 660cc engine manual gear 2011,Daihatsu,Terios Kid,134000,2275000,False,False,True,True,13
Mehran VXR Total genuine,Suzuki,Mehran VXR,34000,1480000,False,False,True,True,6
coure for sale,Daihatsu,Cuore,170000,1000000,False,False,True,True,19
Suzuki swift Automatic 2018,Suzuki,Swift,133000,2300000,False,False,True,False,6
Daihatsu Sonica Urgent Sell,Daihatsu,Mira,189000,1450000,False,False,True,False,16
Suzuki WagonR vxl I total genuine home use car need and clean,Suzuki,Wagon R,39500,2825000,False,False,True,True,3
passo 2013 model reg 2017,Toyota,Passo,96000,2725000,False,False,True,False,11
Honda City for Sale,Honda,City Aspire,187000,1360000,False,False,True,True,23
Honda city 2007,Honda,City IDSI,136123,1690000,False,False,True,True,17
sale and exchange with 660cc car,Changan,Karvaan,87000,2455000,False,False,True,True,3
Chevrolet joy 995cc,Chevrolet,Joy,185000,750000,False,False,True,True,16
coure 2011,Daihatsu,Cuore,100000,975000,False,False,True,False,13
MIRA XSAIII 2019/23 fresh import,Daihatsu,Mira,81000,3600000,False,False,True,False,5
daihatsu hijet model 2012 registeration 2017,Daihatsu,Hijet,5400,1600000,False,False,True,False,7
Toyota Corolla altis Grande B-TO-B,Toyota,Altis Grande,90000,4450000,False,False,True,False,7
Honda City I-DSI 2005,Honda,City IDSI,91000,2150000,False,False,True,True,19
kia picanto 2021 Automatic,KIA,Picanto,13000,3050000,False,False,True,False,3
Toyota Corolla XLI 1.3 2015 Model,Toyota,Corolla XLI,60000,2950000,False,False,True,True,9
Alto vxr 2001,Suzuki,Alto,100000,600000,False,False,True,True,23
Mira XSA3 Scratchless Grade4,Daihatsu,Mira,72000,3450000,False,False,True,False,6
Toyota Corolla Gli 2018,Toyota,Corolla GLI,83078,4250000,False,False,True,True,6
Toyota corlla xli 2009 model face lift 2012,Toyota,Corolla XLI,124500,1450000,False,False,True,True,15
Suzuki Swift 2011 DX,Suzuki,Swift,200000,1850000,False,False,True,True,13
chatt piller Digi jeniun Baki shawar smooth drive,Honda,City Aspire,116922,850000,False,False,True,True,22
XLI to Gli,Toyota,Corolla XLI,276659,2350000,False,False,True,True,11
honda city 2009 automatic,Honda,City IVTEC,103000,2200000,False,False,True,False,15
santro Hyundai just buy and drive . smooth driving,Hyundai,Santro,5000,1075000,False,False,True,True,17
Mira Daihatsu 2014 2017 L SA,Daihatsu,Mira,95000,2030000,False,False,True,False,10
Honda Civic Vti Oriel 1.8,Honda,Civic Oriel,130000,1925000,False,False,True,True,14
SUZUKI WAGON R (VXL) IS AVAILABLE FOR SALE,Suzuki,Wagon R,53125,2195000,False,False,True,True,5
Suzuki Cultus 2007,Suzuki,Cultus VXR,1000,725000,False,False,True,True,17
car sale,Daihatsu,Terios Kid,247000,3400000,False,False,True,False,14
Honda City 2005,Honda,City Vario,100000,1350000,False,False,True,True,19
Asif Ahmed Khan,Suzuki,Alto,250000,650000,False,False,True,False,18
Daihatsu Cuore.,Daihatsu,Cuore,130000,465000,False,False,True,True,24
toyota XLI 2010,Toyota,Corolla XLI,15000,2300000,False,False,True,True,14
Toyota Yaris 2021  1.5 ATIV X CVT. excellent condition hai,Toyota,Yaris,37000,4650000,False,False,True,False,3
mira car model 2015 registration 2017,Daihatsu,Mira,83500,2275000,False,False,True,False,7
automatic selling car,Toyota,Corolla GLI,99300,3150000,False,False,True,False,7
Toyota Gli 2011 urgent sell,Toyota,Corolla GLI,170000,2430000,False,False,True,True,13
"Toyota Corrolla 2018,Altis Grey",Toyota,Corrolla Altis,127000,4495000,False,False,True,False,6
Hyundai Santro clab,Hyundai,Santro,5555,699000,False,False,True,True,21
Toyota Passo XS,Toyota,Passo,67000,3345000,False,False,True,False,6
Suzuki Mehran 2006 VXR,Suzuki,Mehran VXR,100000,430000,False,False,True,True,18
Santro 2005 for sale,Hyundai,Santro,148500,880000,False,False,True,True,19
hijet 2013/17 manual gear,Daihatsu,Hijet,150000,1380000,False,False,True,True,7
suzuki wagon vxl,Suzuki,Wagon R,58000,2650000,False,False,True,True,3
Faw 2015 X-pv,FAW,X-PV,100000,1800000,False,False,True,True,9
Suzuki Bolan VX 2017,Suzuki,Bolan,91000,1300000,False,False,True,True,7
waginor vxl 2018 model,Suzuki,Wagon R,90000,2250000,False,False,True,True,6
Honda Prosmetic sale .,Honda,Civic Prosmetic,175000,1980000,False,False,True,False,15
Carry dabba,Suzuki,Bolan,150000,590000,False,False,True,True,13
Toyota Altis 1.6 automatic home used car,Toyota,Corrolla Altis,149000,2775000,False,False,True,False,10
Hijet Daihatsu 2011 Model and Registration in 2016,Daihatsu,Hijet,110000,1260000,False,False,True,False,13
changan karvvan plus,Changan,Karvaan,4000,2750000,False,False,True,True,2
Suzuki Alto 2012 /o3o6=152o213,Suzuki,Alto,166000,1250000,False,False,True,True,12
Corolla 2016 xli full orignal like a new,Toyota,Corolla XLI,71000,3150000,False,False,True,True,8
Bolan 2012,Suzuki,Bolan,93000,775000,False,False,True,True,12
HONDA CITY 2016 IVTEC prosmectic,Honda,City IVTEC,135000,3500000,False,False,True,False,8
Car for sale,KIA,Sportage,32712,1480000,False,False,True,True,19
Honda city car 2018 model excellent condition just buy and drive,Honda,City IVTEC,90000,3490000,False,False,True,True,6
Toyota Yaris 1.3,Toyota,Yaris,27000,4450000,False,False,True,False,2
mira eco 2012 model neat n clean,Daihatsu,Mira,95000,2050000,False,False,True,False,10
assalam. u. Alamikum Coure 2006 model sell series buyer visit a car,Daihatsu,Cuore,100000,830000,False,False,True,True,18
passo 2006 model 2011 clear 2nd owner,Toyota,Passo,87000,1625000,False,False,True,False,18
Suzuki Mehran 2014 Model,Suzuki,Mehran VXR,80000,880000,False,False,True,True,10
Daihatsu Mira,Daihatsu,Mira,104500,2500000,False,False,True,False,10
2005/2006 model sentro,Hyundai,Santro,100000,775000,False,False,True,True,18
Alto VXL AGS 2021,Suzuki,Alto,28000,2675000,False,False,True,False,3
Suzuki Vxr 2019,Suzuki,Mehran VXR,57000,1400000,False,False,True,True,5
Mehran VXR 2012,Suzuki,Mehran VXR,84000,900000,False,False,True,True,12
Suzuki Cultus Efi  euro 2. -2015 model urgent sale lahore number,Suzuki,Cultus VXR,99862,1475000,False,False,True,True,9
FAW V2 2017 FOR SALE,FAW,V2,100000,1185000,False,False,True,True,7
2 door Mira 2012/15,Daihatsu,Mira,118000,1550000,False,False,True,False,12
New condition,Daihatsu,Cuore,50000,995000,False,False,True,True,16
Toyota Corolla Altis 1.8 2015,Toyota,Corrolla Altis,150000,3925000,False,False,True,False,9
Toyota Corolla Gli 2016,Toyota,Corolla GLI,112000,3700000,False,False,True,True,8
Suzuki Every2012/ 2017,Suzuki,Every,89000,1600000,False,False,True,False,7
bumper to bumper original 2004 grand,KIA,Sportage,12345,1300000,False,False,True,True,20
Altis 1.8 Cruistronic/ Triptronic,Toyota,Corrolla Altis,112000,4750000,False,False,True,False,8
Suzuki Bolan (Carry dabba) 2012,Suzuki,Bolan,39500,1000000,False,False,False,True,12
family driven car,Hyundai,Santro,185000,950000,False,False,True,True,18
SUZUKI ALTO VXL AGS,Suzuki,Alto,63390,2440000,False,False,True,False,5
Mehran VXR 2018 Touch panel,Suzuki,Mehran VXR,33000,1480000,False,False,True,True,6
Wagon R vxl,Suzuki,Wagon R,86000,2200000,False,False,True,True,6
bio on the spot,Honda,Civic Prosmetic,151000,2850000,False,False,True,False,13
Cuore - Factory Automatic,Daihatsu,Cuore,55000,870000,False,False,True,False,19
DAIHATSU Mira (Model: 2015 Registered: 2018),Daihatsu,Mira,79800,2450000,False,False,True,False,9
Suzuki Swift DLX 2010,Suzuki,Swift,40000,1320000,False,False,True,True,14
HONDA CITY 1.3 manual total geniune,Honda,City IVTEC,73500,3250000,False,False,True,True,7
xli 2007 model,Toyota,Corolla XLI,120000,1390000,False,False,False,True,17
Toyota corolla GLI 2018 one handed golden peace,Toyota,Corolla GLI,110000,4350000,False,False,True,True,6
Honda City 2019,Honda,City IVTEC,105000,3450000,False,False,True,True,5
"SUZUKI CULTUS 2004 MODEL BETTER THAN ALTO, VITZ, CIVIC, GRANDI",Suzuki,Cultus VXR,1,890000,False,False,True,True,20
suzuki cultus 2017,Suzuki,Cultus VXR,100000,2500000,False,False,True,True,7
Changan Karvaan Base Model,Changan,Karvaan,25000,2350000,False,False,True,True,3
urgent,KIA,Picanto,46000,2700000,False,False,True,False,3
Suzuki alto japanes 2010/2014 manual,Suzuki,Alto,150000,1470000,False,False,True,True,14
Honda City 1.3 i-VTEC Prosmatec,Honda,City IVTEC,106000,2360000,False,False,True,False,13
HONDA CITY ASPIRE 1.5,Honda,City Aspire,96000,3375000,False,False,True,False,9
Passo 2008,Toyota,Passo,69000,1660000,False,False,True,False,16
HONDA CITY I-VTEC 1.2,Honda,City IVTEC,30000,4130000,False,False,True,True,3
suzuki alto vxr better than cultus coure,Suzuki,Alto,121000,575000,False,False,True,True,19
Hyundai santro 2007 model prime,Hyundai,Santro,138000,999999,False,False,True,True,17
2012 mira 2015 import,Daihatsu,Mira,189000,2050000,False,False,True,False,12
Toyota Corolla Altis 1.6,Toyota,Corrolla Altis,250000,3700000,False,False,True,False,9
totally  original  condition  smothless drive original milage,Honda,City Aspire,70000,3650000,False,False,True,False,7
Honda City 2015,Honda,City IVTEC,69545,2820000,False,False,True,True,9
faw 2017 for sale in good condition,FAW,X-PV,91000,980000,False,False,True,True,7
Honda City 1.5 Full Option 2021/22 In VIP Condition,Honda,City Aspire,44500,4950000,False,False,True,False,3
suzuki mehran vxr White geniune condition,Suzuki,Mehran VXR,57500,1150000,False,False,True,True,7
